a,0.4658352335474907;
a,0.6967029795920208;;
a,0.458354409219478;;
a,0.2198801462179033;;
a,0.3669299223051229;
a,0.5634773500548903;;
a,0.4420269552886438;
a,0.37026527691678224;;
a,0.4993214994171459;;
a,0.26879552718226385;;
a,0.5191865708869562;;
a,0.6394449444883912;;
a,0.7725051628881189;
a,0.8942180421088514;;
a,0.5291919773216056;;
a,0.4215898434019816;;
a,0.9427499031118091;
a,0.6777464331491885;;
a,0.4504906346221843;;
a,0.16810458651926086;;
a,0.11224092488967097;;
a,0.7695563332168724;;
a,0.5093738577350984;
a,0.23840743675297205;;
a,0.7303524276488694;;
a,0.13174315753869514;;
a,0.3287785304266484;;
a,0.1496527251490405;
a,0.2918411509727741;;
a,0.47851400182589443;;
a,0.28992620456541607;;
a,0.7198858145857367;;
a,0.33720942597973114;
a,0.7757136455525689;;
a,0.08330429785615079;;
a,0.31635070524460696;;
a,0.2697914463948452;;
a,0.06581128939982861;;
a,0.499865571923114;
a,0.8819500003838064;;
a,0.3985170794973577;;
a,0.8710476105127308;;
a,0.19235466576482918;;
a,0.741720805152879;
a,0.7388751289463377;;
a,0.9767582651088221;;
a,0.44612535386201646;;
a,0.020356821177220263;;
a,0.06707170900594417;;
a,0.8075085885813204;;
a,0.5534407516052476;
a,0.930565425442675;;
a,0.9571165995615246;;
a,0.4392641114020509;;
a,0.4922141436889552;;
a,0.1807368660294032;;
a,0.03980387303658084;
a,0.20361254689843422;;
a,0.25063655354110237;
a,0.7355599539268031;;
a,0.5043388639150653;
a,0.26158196594905303;;
a,0.7315201321130064;;
a,0.8077147328414392;;
a,0.6659678186590349;
a,0.40212055507480915;;
a,0.37623505372198496;;
a,0.4370731506366238;;
a,0.34641440593613937;
a,0.1173406778264311;;
a,0.3707889925556691;;
a,0.9426542667014053;;
a,0.4591381088716987;;
a,0.03223548373130791;;
a,0.4477061514971826;
a,0.8903333656921196;;
a,0.7875242240216516;;
a,0.8145411714090665;;
a,0.17398392252352168;
a,0.08311239709409901;;
a,0.3558808150078039;;
a,0.8170651833303484;;
a,0.5569074438794541;
a,0.8837292086482929;;
a,0.11815336666316434;;
a,0.5380634808803292;
a,0.8805509246576853;;
a,0.6226594339346755;;
a,0.8663971458433545;;
a,0.8974632823675189;
a,0.4181945054167081;;
a,0.5113477004306354;;
a,0.5134352844972245;;
a,0.4911971683633599;
a,0.5452948947035986;;
a,0.04190370200128579;;
a,0.02620513288310622;;
a,0.16765579230687533;
a,0.726905296577929;;
a,0.49953873545554295;;
a,0.5813292173610525;;
a,0.3776818190311001;;
a,0.10344841948378358;
a,0.5039850081094043;;
a,0.06380761254035772;;
a,0.32480702623962676;;
a,0.9788910228917219;;
a,0.8950374626596296;
a,0.4984486607387676;;
a,0.11807417382933005;;
a,0.47960884424416916;
a,0.7852778427708754;;
a,0.9042132961317341;;
a,0.3377760383493126;;
a,0.23690259438362293;
a,0.3419213251086567;;
a,0.500373646344859;;
a,0.9349587115598579;;
a,0.3219042663606334;;
a,0.9219260629275395;;
a,0.5678570175589956;
a,0.785355975106661;;
a,0.5482059283052969;
a,0.1281472806600129;;
a,0.17840192017076673;;
a,0.708604229155736;;
a,0.170401438969075;
a,0.9346407732994269;;
a,0.7547243862525606;;
a,0.06479640406908793;;
a,0.7782352497090965;
a,0.2126458554236903;;
a,0.6485430860357603;;
a,0.8846865257014973;;
a,0.9341083869060258;;
a,0.06537364070695328;;
a,0.8550628798135065;;
a,0.9561616511996824;
a,0.09025916444139082;;
a,0.7331285693632192;
a,0.5098187941743377;;
a,0.2935510855806708;;
a,0.215538667879568;;
a,0.35789075535215487;
a,0.2847635172966445;;
a,0.13552172358504078;;
a,0.3109382490568492;;
a,0.7135711519952861;
a,0.5127362008008516;;
a,0.646644706165055;;
a,0.8574514647049477;;
a,0.6743427902353969;;
a,0.014069533805000978;
a,0.5695405679389846;;
a,0.27853520624918415;;
a,0.2434056555920847;;
a,0.06766337220884577;
a,0.0030515351217984543;;
a,0.2360349962929219;;
a,0.8879369979948976;;
a,0.40643414692929025;;
a,0.3187230472656165;
a,0.20613486082612775;;
a,0.5264911815143742;
a,0.33586330122325714;;
a,0.9925619798393179;;
a,0.8823145402246643;
a,0.14422278633842445;;
a,0.6095262472134275;
a,0.2255007091415252;;
a,0.9585369991133714;;
a,0.2633638049937518;;
a,0.33296145231493446;;
a,0.8594661486591125;
a,0.8354292758175177;;
a,0.3342427002053121;;
a,0.09414194300958134;;
a,0.315235200396185;;
a,0.2286621062277132;
a,0.1366508791072898;;
a,0.5206490536993706;;
a,0.014714234838683726;
a,0.05426790314123964;;
a,0.20070284168049402;;
a,0.7967658106008659;;
a,0.9000615678964808;;
a,0.5998108958014678;;
a,0.17663251968220417;;
a,0.4867568774119526;
a,0.9283305051526539;;
a,0.8740029044809846;;
a,0.24180656561794123;;
a,0.8108032334378206;;
a,0.4700589342376117;
a,0.6649433999114382;;
a,0.22797380823568825;;
a,0.18842794457064116;;
a,0.4630362909378095;
a,0.2043529940915244;;
a,0.42823875897254826;;
a,0.35768001444416;;
a,0.10405222583936202;;
a,0.6892078331989059;;
a,0.6624774741440654;;
a,0.5308374663957548;;
a,0.7357413091448866;
a,0.5962144433363988;;
a,0.031546544981906455;;
a,0.7862362559717432;
a,0.41439340441220873;;
a,0.7838148688908145;;
a,0.10216290664835526;
a,0.20065342559467347;;
a,0.6227843310920838;;
a,0.048299772557326204;;
a,0.3182911065135119;;
a,0.6370123241323602;;
a,0.5882978415595909;;
a,0.8914003939428652;;
a,0.19931143576048416;;
a,0.10795837531073471;
a,0.5658916840065779;;
a,0.5826648760581012;;
a,0.306858406833067;
a,0.4550496589497617;;
a,0.27367353322928056;;
a,0.025322326406495455;;
a,0.7129726676863115;
a,0.9620271234995691;;
a,0.36853882183407705;;
a,0.430688247440538;
a,0.9648426865857712;;
a,0.524131092850284;;
a,0.364750929103713;
a,0.5599515988497117;;
a,0.4894708002207382;;
a,0.6855325636220178;;
a,0.6042431968203212;;
a,0.19289819336961378;;
a,0.7225427834416667;;
a,0.9808642062922492;
a,0.14955916772750444;;
a,0.9838988931603214;;
a,0.6963429280448464;
a,0.048383674453527536;
a,0.7999012527890195;;
a,0.4702247400150704;;
a,0.6196954417548097;;
a,0.15234640148451706;
a,0.4108781035883863;;
a,0.06673856809413203;;
a,0.8515715853518457;;
a,0.2612899149315021;;
a,0.9453989795503915;;
a,0.3246567490923712;
a,0.9990943051230826;;
a,0.607216333080973;;
a,0.8602254890375225;;
a,0.9159276008136912;;
a,0.12058792400130314;
a,0.3944904019926754;;
a,0.9079908692146431;
a,0.3192800527834473;;
a,0.6707225132316281;
a,0.7249479916690532;;
a,0.44010600938082367;;
a,0.5614585360180488;;
a,0.8222525039663913;;
a,0.8361285910459082;;
a,0.7801715072969053;
a,0.537674705525157;;
a,0.11281737090098276;;
a,0.5293929000111802;
a,0.7197621621906901;;
a,0.012257776588810998;;
a,0.11421812161685652;
a,0.31402253777743105;;
a,0.6169922984271866;;
a,0.018580061063407705;;
a,0.42401772487774925;;
a,0.08326247321137503;;
a,0.1878274452038028;
a,0.7344531241647727;;
a,0.70665912104859;;
a,0.8360034544655806;;
a,0.8722423204146882;;
a,0.234346596671675;;
a,0.5324120119188331;;
a,0.8842275091426613;
a,0.703050563733409;;
a,0.3060716490402473;;
a,0.8346210536503528;;
a,0.13940802801308316;;
a,0.6021820542654764;
a,0.9980589336272571;;
a,0.9441352290354829;;
a,0.22643006398562615;;
a,0.5051655944598364;
a,0.9695118848507291;;
a,0.17221897910977246;;
a,0.18686149853115208;;
a,0.2147852747112342;
a,0.005109170772874316;;
a,0.3471934615640033;
a,0.5043203713919291;;
a,0.3462137715640654;
a,0.8796695830901355;;
a,0.9428532980752858;
a,0.14023088551118068;;
a,0.8248818765775763;
a,0.17384558400946337;;
a,0.02112929576098521;;
a,0.35392168346004027;
a,0.19018504119514323;;
a,0.49707494926527906;;
a,0.7638661795303967;;
a,0.8017333665759593;;
a,0.9413686260700478;
a,0.6772700526470878;;
a,0.07685962112037392;;
a,0.9900652351666486;;
a,0.8428486626140415;
a,0.38858194602724616;;
a,0.5779215783915063;;
a,0.24443267687567682;
a,0.8755437587907908;;
a,0.8423677807026245;;
a,0.17632843277160226;;
a,0.5812150158695498;;
a,0.3076303882729533;;
a,0.8159068958128074;;
a,0.3552426898912908;
a,0.7169048673158533;;
a,0.33586472328931893;;
a,0.03653667793454707;;
a,0.6805429118782467;;
a,0.04786108010772305;;
a,0.40897841888603714;;
a,0.6900683384772105;;
a,0.5892843821249772;;
a,0.8318264619396313;
a,0.9331172688708358;;
a,0.5555500097440597;;
a,0.005748734322130189;;
a,0.4410525714305603;;
a,0.8225920566403242;
a,0.8331121739312082;;
a,0.3054930149282965;;
a,0.4901936694052951;
a,0.45743459883472526;;
a,0.03828346894236412;;
a,0.12624937335739406;;
a,0.2666511281373891;
a,0.7826533320286391;;
a,0.032503975228134196;;
a,0.38895969793864926;
a,0.38013250841781776;;
a,0.006341216584506371;;
a,0.004728207286194497;
a,0.595773826338001;;
a,0.9573819588597786;
a,0.6433524581830282;
a,0.09321980434515986;;
a,0.549520256027085;
a,0.5079288352112233;;
a,0.8141251723628586;;
a,0.9440882861749429;
a,0.6367919783890714;;
a,0.6328570880391725;;
a,0.5802941370450455;;
a,0.3170108368873602;;
a,0.6066766416364674;
a,0.19766951548078238;;
a,0.6031189445025201;;
a,0.22782512634831587;;
a,0.8629661368469945;;
a,0.6234853133474086;
a,0.9309461607011149;;
a,0.7238622729014311;;
a,0.4737446384461852;;
a,0.24697530488187247;;
a,0.8919945435072051;
a,0.635855171975081;;
a,0.7749470216338533;;
a,0.18465153227626163;;
a,0.33515449508490913;;
a,0.665589191668415;;
a,0.6795553825215809;;
a,0.3385222050621831;
a,0.034296847361096505;;
a,0.3634274312892549;;
a,0.16823490506098504;
a,0.39730689604337566;;
a,0.09390892534319983;;
a,0.35528192566459094;;
a,0.08970910367855622;;
a,0.8368267413059243;
a,0.013702485129218345;;
a,0.7177224804796981;;
a,0.6928743696085957;
a,0.5463573871758022;;
a,0.8961383729044241;;
a,0.3563155948760218;;
a,0.4167017705821815;;
a,0.05164279619088663;;
a,0.14016490695481243;;
a,0.2499296211305314;;
a,0.9785549452259418;;
a,0.4950594182837039;
a,0.6724109946903856;;
a,0.8875517689148139;;
a,0.2583150724977754;;
a,0.7416764045784431;;
a,0.578306589906082;;
a,0.5770818143341102;;
a,0.2652186181919647;;
a,0.4874203940024412;
a,0.42594561609712633;;
a,0.8188158646658753;;
a,0.17977428459275513;;
a,0.1383213616268153;;
a,0.11319070620668426;;
a,0.4334445907022463;
a,0.9435852940062972;;
a,0.5253761521767193;;
a,0.07026132750563296;;
a,0.5011772585012857;;
a,0.9234318139341551;
a,0.4503533051641291;;
a,0.8428970566468833;;
a,0.7597195166083887;;
a,0.7381100442805083;;
a,0.8979755315697481;;
a,0.3637563249180523;
a,0.07365708036878449;;
a,0.3882543609271;;
a,0.775780346613286;;
a,0.5825801178967106;
a,0.09393697434014181;;
a,0.07517757379727619;;
a,0.5040125404445883;
a,0.07494986157623695;
a,0.4652072237960052;;
a,0.1438053310322639;;
a,0.817977886029249;;
a,0.1730729048906543;;
a,0.2712468643229089;;
a,0.724775555287454;;
a,0.595421822944612;;
a,0.6972096181706784;
a,0.3770608096004572;;
a,0.9904700797035335;
a,0.8726981662745614;;
a,0.8917954616355879;;
a,0.5240697649969869;;
a,0.4581251151914524;;
a,0.3678524551985404;
a,0.30529008747264286;;
a,0.2144469629395631;;
a,0.7643234209679328;;
a,0.6760169687990586;
a,0.5436393315145047;;
a,0.6205248482621474;;
a,0.4586365815735537;;
a,0.6330609546867102;;
a,0.11408241974197297;;
a,0.4245511492652023;;
a,0.46674745529877715;;
a,0.5590920104874444;
a,0.8263277186188434;;
a,0.24670825225820692;
a,0.6492124824770469;;
a,0.9940419257003151;;
a,0.6793581120135261;;
a,0.07451532162872843;;
a,0.8940075974480782;;
a,0.5147785422736941;
a,0.9413789393020549;;
a,0.6547603828540849;
a,0.24484936225293297;;
a,0.10205126356596117;;
a,0.5621100132430028;
a,0.28904458163380686;;
a,0.19956503858486718;;
a,0.6765275082112896;;
a,0.9461549518791241;;
a,0.3100076452004914;
a,0.07741940218679355;;
a,0.6592027237919807;
a,0.6471684427127836;;
a,0.8327456348730043;;
a,0.7537298991900955;
a,0.733541742233515;;
a,0.05990382938951433;;
a,0.8195668165866613;;
a,0.6925621684455245;
a,0.4033058159076821;;
a,0.09546744175901345;;
a,0.5169577065089189;;
a,0.1620174149422846;;
